title,issn_print,issn-l,apc_currency,apc_amount,
Journal of European CME,n/a,2161-4083,GBP,1088,
Journal of European CME,n/a,2161-4083,EUR,1250,
Journal of European Integration,0703-6337,1477-2280,USD,2995,
Journal of European Integration,0703-6337,1477-2280,GBP,2295,
Journal of European Integration,0703-6337,1477-2280,EUR,2650,
Journal of European Public Policy,1350-1763,1466-4429,USD,3500,
Journal of European Public Policy,1350-1763,1466-4429,GBP,2690,
Journal of European Public Policy,1350-1763,1466-4429,EUR,3095,
Journal of Evidence-Based Social Work,2640-8066,2640-8074,USD,2995,
Journal of Evidence-Based Social Work,2640-8066,2640-8074,GBP,2295,
Journal of Evidence-Based Social Work,2640-8066,2640-8074,EUR,2650,
Journal of Experimental & Theoretical Artificial Intelligence,0952-813X,1362-3079,USD,2800,
Journal of Experimental & Theoretical Artificial Intelligence,0952-813X,1362-3079,GBP,2155,
Journal of Experimental & Theoretical Artificial Intelligence,0952-813X,1362-3079,EUR,2475,
Journal of Experimental Nanoscience,1745-8080,1745-8099,USD,1500,
Journal of Experimental Nanoscience,1745-8080,1745-8099,GBP,1155,
Journal of Experimental Nanoscience,1745-8080,1745-8099,EUR,1320,
Journal of Family Communication,1526-7431,1532-7698,USD,2995,
Journal of Family Communication,1526-7431,1532-7698,GBP,2295,
Journal of Family Communication,1526-7431,1532-7698,EUR,2650,
Journal of Family Social Work,1052-2158,1540-4072,USD,2995,
Journal of Family Social Work,1052-2158,1540-4072,GBP,2295,
Journal of Family Social Work,1052-2158,1540-4072,EUR,2650,
Journal of Family Studies,1322-9400,1839-3543,USD,2995,
Journal of Family Studies,1322-9400,1839-3543,GBP,2295,
Journal of Family Studies,1322-9400,1839-3543,EUR,2650,
"Journal of Family Trauma, Child Custody & Child Development",2690-4586,2690-4594,USD,2995,
"Journal of Family Trauma, Child Custody & Child Development",2690-4586,2690-4594,GBP,2295,
"Journal of Family Trauma, Child Custody & Child Development",2690-4586,2690-4594,EUR,2650,
Journal of Field Archaeology,0093-4690,2042-4582,USD,2800,
Journal of Field Archaeology,0093-4690,2042-4582,GBP,2155,
Journal of Field Archaeology,0093-4690,2042-4582,EUR,2475,
Journal of First-generation Student Success,2690-6015,2690-6023,USD,2995,
Journal of First-generation Student Success,2690-6015,2690-6023,GBP,2295,
Journal of First-generation Student Success,2690-6015,2690-6023,EUR,2650,
Journal of Food Products Marketing,1045-4446,1540-4102,USD,2995,
Journal of Food Products Marketing,1045-4446,1540-4102,EUR,2650,
Journal of Food Products Marketing,1045-4446,1540-4102,GBP,2295,
Journal of Foodservice Business Research,1537-8020,1537-8039,USD,3300,
Journal of Foodservice Business Research,1537-8020,1537-8039,GBP,2540,
Journal of Foodservice Business Research,1537-8020,1537-8039,EUR,2920,
Journal of Forensic Psychiatry & Psychology,1478-9949,1478-9957,USD,2995,
Journal of Forensic Psychiatry & Psychology,1478-9949,1478-9957,GBP,2295,
Journal of Forensic Psychiatry & Psychology,1478-9949,1478-9957,EUR,2650,
Journal of Forensic Psychology Research and Practice,2473-2850,2473-2842,USD,2995,
Journal of Forensic Psychology Research and Practice,2473-2850,2473-2842,GBP,2295,
Journal of Forensic Psychology Research and Practice,2473-2850,2473-2842,EUR,2650,
Journal of Forest Research,1341-6979,1610-7403,USD,2995,
Journal of Forest Research,1341-6979,1610-7403,GBP,2295,
Journal of Forest Research,1341-6979,1610-7403,EUR,2650,
Journal of Freshwater Ecology,0270-5060,2156-6941,USD,1200,
Journal of Freshwater Ecology,0270-5060,2156-6941,GBP,925,
Journal of Freshwater Ecology,0270-5060,2156-6941,EUR,1055,
Journal of Further and Higher Education,0309-877X,1469-9486,USD,2995,
Journal of Further and Higher Education,0309-877X,1469-9486,GBP,2295,
Journal of Further and Higher Education,0309-877X,1469-9486,EUR,2650,
Journal of Gay & Lesbian Mental Health,1935-9705,1935-9713,USD,2995,
Journal of Gay & Lesbian Mental Health,1935-9705,1935-9713,GBP,2295,
Journal of Gay & Lesbian Mental Health,1935-9705,1935-9713,EUR,2650,
Journal of Gay & Lesbian Social Services,1053-8720,1540-4056,USD,2995,
Journal of Gay & Lesbian Social Services,1053-8720,1540-4056,GBP,2295,
Journal of Gay & Lesbian Social Services,1053-8720,1540-4056,EUR,2650,
Journal of Gender Studies,0958-9236,1465-3869,USD,3300,
Journal of Gender Studies,0958-9236,1465-3869,GBP,2540,
Journal of Gender Studies,0958-9236,1465-3869,EUR,2920,
Journal of Genocide Research,1462-3528,1469-9494,USD,2995,
Journal of Genocide Research,1462-3528,1469-9494,GBP,2295,
Journal of Genocide Research,1462-3528,1469-9494,EUR,2650,
Journal of Geography,0022-1341,1752-6868,USD,2800,
Journal of Geography,0022-1341,1752-6868,GBP,2155,
Journal of Geography,0022-1341,1752-6868,EUR,2475,
Journal of Geography in Higher Education,0309-8265,1466-1845,USD,2995,
Journal of Geography in Higher Education,0309-8265,1466-1845,GBP,2295,
Journal of Geography in Higher Education,0309-8265,1466-1845,EUR,2650,
Journal of Geoscience Education,1089-9995,2158-1428,USD,2995,
Journal of Geoscience Education,1089-9995,2158-1428,GBP,2295,
Journal of Geoscience Education,1089-9995,2158-1428,EUR,2650,
Journal of Gerontological Social Work,0163-4372,1540-4048,USD,2995,
Journal of Gerontological Social Work,0163-4372,1540-4048,GBP,2295,
Journal of Gerontological Social Work,0163-4372,1540-4048,EUR,2650,
Journal of GLBT Family Studies,1550-428X,1550-4298,USD,2995,
Journal of GLBT Family Studies,1550-428X,1550-4298,GBP,2295,
Journal of GLBT Family Studies,1550-428X,1550-4298,EUR,2650,
Journal of Global Ethics,1744-9626,1744-9634,USD,2995,
Journal of Global Ethics,1744-9626,1744-9634,GBP,2295,
Journal of Global Ethics,1744-9626,1744-9634,EUR,2650,
Journal of Global Fashion Marketing,2093-2685,2325-4483,USD,2995,
Journal of Global Fashion Marketing,2093-2685,2325-4483,GBP,2295,
Journal of Global Fashion Marketing,2093-2685,2325-4483,EUR,2650,
Journal of Global Marketing,0891-1762,1528-6975,USD,2995,
Journal of Global Marketing,0891-1762,1528-6975,GBP,2295,
Journal of Global Marketing,0891-1762,1528-6975,EUR,2650,
Journal of Global Scholars of Marketing Science,2163-9159,2163-9167,USD,2995,
Journal of Global Scholars of Marketing Science,2163-9159,2163-9167,GBP,2295,
Journal of Global Scholars of Marketing Science,2163-9159,2163-9167,EUR,2650,
Journal of Global Sport Management,2470-4067,2470-4075,USD,2995,
Journal of Global Sport Management,2470-4067,2470-4075,GBP,2295,
Journal of Global Sport Management,2470-4067,2470-4075,EUR,2650,
Journal of Graphic Novels and Comics,2150-4857,2150-4865,USD,2995,
Journal of Graphic Novels and Comics,2150-4857,2150-4865,GBP,2295,
Journal of Graphic Novels and Comics,2150-4857,2150-4865,EUR,2650,
Journal of Health Care Chaplaincy,0885-4726,1528-6916,USD,2995,
Journal of Health Care Chaplaincy,0885-4726,1528-6916,GBP,2295,
Journal of Health Care Chaplaincy,0885-4726,1528-6916,EUR,2650,
Journal of Health Communication,1081-0730,1087-0415,USD,3500,
Journal of Health Communication,1081-0730,1087-0415,GBP,2690,
Journal of Health Communication,1081-0730,1087-0415,EUR,3095,
"Journal of Herbs, Spices & Medicinal Plants",1049-6475,1540-3580,USD,3500,
"Journal of Herbs, Spices & Medicinal Plants",1049-6475,1540-3580,GBP,2690,
"Journal of Herbs, Spices & Medicinal Plants",1049-6475,1540-3580,EUR,3095,
Journal of Heritage Tourism,1743-873X,1747-6631,USD,2995,
Journal of Heritage Tourism,1743-873X,1747-6631,GBP,2295,
Journal of Heritage Tourism,1743-873X,1747-6631,EUR,2650,
Journal of Higher Education Policy and Management,1360-080X,1469-9508,USD,2995,
Journal of Higher Education Policy and Management,1360-080X,1469-9508,GBP,2295,
Journal of Higher Education Policy and Management,1360-080X,1469-9508,EUR,2650,
Journal of Histotechnology,0147-8885,2046-0236,USD,3300,
Journal of Histotechnology,0147-8885,2046-0236,GBP,2540,
Journal of Histotechnology,0147-8885,2046-0236,EUR,2920,
Journal of HIV/AIDS & Social Services,1538-1501,1538-151X,USD,2995,
Journal of HIV/AIDS & Social Services,1538-1501,1538-151X,GBP,2295,
Journal of HIV/AIDS & Social Services,1538-1501,1538-151X,EUR,2650,
Journal of Homosexuality,0091-8369,1540-3602,USD,2995,
Journal of Homosexuality,0091-8369,1540-3602,GBP,2295,
Journal of Homosexuality,0091-8369,1540-3602,EUR,2650,
Journal of Hospital Librarianship,1532-3269,1532-3277,USD,2995,
Journal of Hospital Librarianship,1532-3269,1532-3277,GBP,2295,
Journal of Hospital Librarianship,1532-3269,1532-3277,EUR,2650,
Journal of Hospitality Marketing & Management,1936-8623,1936-8631,USD,2995,
Journal of Hospitality Marketing & Management,1936-8623,1936-8631,GBP,2295,
Journal of Hospitality Marketing & Management,1936-8623,1936-8631,EUR,2650,
Journal of Housing Research,1052-7001,2691-1337,USD,2995,
Journal of Housing Research,1052-7001,2691-1337,GBP,2295,
Journal of Housing Research,1052-7001,2691-1337,EUR,2650,
Journal of Human Behavior in the Social Environment,1091-1359,1540-3556,USD,2995,
Journal of Human Behavior in the Social Environment,1091-1359,1540-3556,GBP,2295,
Journal of Human Behavior in the Social Environment,1091-1359,1540-3556,EUR,2650,
Journal of Human Development and Capabilities,1945-2829,1945-2837,USD,2995,
Journal of Human Development and Capabilities,1945-2829,1945-2837,GBP,2295,
Journal of Human Development and Capabilities,1945-2829,1945-2837,EUR,2650,
Journal of Human Resources in Hospitality & Tourism,1533-2845,1533-2853,USD,2995,
Journal of Human Resources in Hospitality & Tourism,1533-2845,1533-2853,GBP,2295,
Journal of Human Resources in Hospitality & Tourism,1533-2845,1533-2853,EUR,2650,
Journal of Human Rights,1475-4835,1475-4843,USD,2995,
Journal of Human Rights,1475-4835,1475-4843,GBP,2295,
Journal of Human Rights,1475-4835,1475-4843,EUR,2650,
Journal of Human Trafficking,2332-2705,2332-2713,USD,2995,
Journal of Human Trafficking,2332-2705,2332-2713,GBP,2295,
Journal of Human Trafficking,2332-2705,2332-2713,EUR,2650,
Journal of Hunger & Environmental Nutrition,1932-0248,1932-0256,USD,2995,
Journal of Hunger & Environmental Nutrition,1932-0248,1932-0256,GBP,2295,
Journal of Hunger & Environmental Nutrition,1932-0248,1932-0256,EUR,2650,
Journal of Hydraulic Research,0022-1686,1814-2079,USD,3500,
Journal of Hydraulic Research,0022-1686,1814-2079,GBP,2690,
Journal of Hydraulic Research,0022-1686,1814-2079,EUR,3095,
Journal of Iberian & Latin American Studies,1470-1847,1469-9524,USD,2500,
Journal of Iberian & Latin American Studies,1470-1847,1469-9524,GBP,1925,
Journal of Iberian & Latin American Studies,1470-1847,1469-9524,EUR,2210,
Journal of Iberian and Latin American Research,1326-0219,2151-9668,USD,2500,
Journal of Iberian and Latin American Research,1326-0219,2151-9668,GBP,1925,
Journal of Iberian and Latin American Research,1326-0219,2151-9668,EUR,2210,
Journal of Immigrant & Refugee Studies,1556-2948,1556-2956,USD,2995,
Journal of Immigrant & Refugee Studies,1556-2948,1556-2956,GBP,2295,
Journal of Immigrant & Refugee Studies,1556-2948,1556-2956,EUR,2650,
Journal of Immunoassay and Immunochemistry,1532-1819,1532-4230,USD,3500,
Journal of Immunoassay and Immunochemistry,1532-1819,1532-4230,GBP,2690,
Journal of Immunoassay and Immunochemistry,1532-1819,1532-4230,EUR,3095,
Journal of Immunotoxicology,1547-691X,1547-6901,USD,1950,
Journal of Immunotoxicology,1547-691X,1547-6901,GBP,1500,
Journal of Immunotoxicology,1547-691X,1547-6901,EUR,1725,
Journal of Industrial and Production Engineering,2168-1015,2168-1023,USD,3300,
Journal of Industrial and Production Engineering,2168-1015,2168-1023,GBP,2540,
Journal of Industrial and Production Engineering,2168-1015,2168-1023,EUR,2920,
"Journal of Infant, Child, and Adolescent Psychotherapy",1528-9168,1940-9214,USD,3300,
"Journal of Infant, Child, and Adolescent Psychotherapy",1528-9168,1940-9214,GBP,2540,
"Journal of Infant, Child, and Adolescent Psychotherapy",1528-9168,1940-9214,EUR,2920,
Journal of Information and Telecommunication,2475-1839,2475-1847,USD,0,
Journal of Information and Telecommunication,2475-1839,2475-1847,GBP,0,
Journal of Information and Telecommunication,2475-1839,2475-1847,EUR,0,
Journal of Information Display,1598-0316,2158-1606,USD,0,
Journal of Information Display,1598-0316,2158-1606,GBP,0,
Journal of Information Display,1598-0316,2158-1606,EUR,0,
Journal of Information Technology & Politics,1933-1681,1933-169X,USD,3300,
Journal of Information Technology & Politics,1933-1681,1933-169X,GBP,2540,
Journal of Information Technology & Politics,1933-1681,1933-169X,EUR,2920,
Journal of Integrative Environmental Sciences,1943-815X,1943-8168,USD,1200,
Journal of Integrative Environmental Sciences,1943-815X,1943-8168,GBP,925,
Journal of Integrative Environmental Sciences,1943-815X,1943-8168,EUR,1055,
Journal of Intellectual & Developmental Disability,1366-8250,1469-9532,USD,2995,
Journal of Intellectual & Developmental Disability,1366-8250,1469-9532,GBP,2295,
Journal of Intellectual & Developmental Disability,1366-8250,1469-9532,EUR,2650,
Journal of Intelligence History,1616-1262,2169-5601,USD,2995,
Journal of Intelligence History,1616-1262,2169-5601,GBP,2295,
Journal of Intelligence History,1616-1262,2169-5601,EUR,2650,
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",1547-2450,1547-2442,USD,2250,
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",1547-2450,1547-2442,GBP,1730,
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",1547-2450,1547-2442,EUR,1990,
Journal of Inter-Organizational Relationships,2694-3980,2694-3999,USD,2995,
Journal of Inter-Organizational Relationships,2694-3980,2694-3999,GBP,2295,
Journal of Inter-Organizational Relationships,2694-3980,2694-3999,EUR,2650,
Journal of Interactive Advertising,n/a,1525-2019,USD,2995,
Journal of Interactive Advertising,n/a,1525-2019,GBP,2295,
Journal of Interactive Advertising,n/a,1525-2019,EUR,2650,
Journal of Intercultural Communication Research,1747-5759,1747-5767,USD,2995,
Journal of Intercultural Communication Research,1747-5759,1747-5767,GBP,2295,
Journal of Intercultural Communication Research,1747-5759,1747-5767,EUR,2650,
Journal of Intercultural Studies,0725-6868,1469-9540,USD,2995,
Journal of Intercultural Studies,0725-6868,1469-9540,GBP,2295,
Journal of Intercultural Studies,0725-6868,1469-9540,EUR,2650,
Journal of Intergenerational Relationships,1535-0770,1535-0932,USD,2995,
Journal of Intergenerational Relationships,1535-0770,1535-0932,GBP,2295,
Journal of Intergenerational Relationships,1535-0770,1535-0932,EUR,2650,
"Journal of Interlibrary Loan, Document Delivery & Electronic Reserve",1072-303X,1540-3572,USD,2995,
"Journal of Interlibrary Loan, Document Delivery & Electronic Reserve",1072-303X,1540-3572,GBP,2295,
"Journal of Interlibrary Loan, Document Delivery & Electronic Reserve",1072-303X,1540-3572,EUR,2650,
Journal of International and Intercultural Communication,1751-3057,1751-3065,USD,2995,
Journal of International and Intercultural Communication,1751-3057,1751-3065,GBP,2295,
Journal of International and Intercultural Communication,1751-3057,1751-3065,EUR,2650,
Journal of International Consumer Marketing,0896-1530,1528-7068,USD,2995,
Journal of International Consumer Marketing,0896-1530,1528-7068,GBP,2295,
Journal of International Consumer Marketing,0896-1530,1528-7068,EUR,2650,
Journal of International Food & Agribusiness Marketing,0897-4438,1528-6983,USD,2995,
Journal of International Food & Agribusiness Marketing,0897-4438,1528-6983,GBP,2295,
Journal of International Food & Agribusiness Marketing,0897-4438,1528-6983,EUR,2650,
"Journal of International Maritime Safety, Environmental Affairs and Shipping",n/a,2572-5084,USD,0,
"Journal of International Maritime Safety, Environmental Affairs and Shipping",n/a,2572-5084,GBP,0,
"Journal of International Maritime Safety, Environmental Affairs and Shipping",n/a,2572-5084,EUR,0,
Journal of International Wildlife Law & Policy,1388-0292,1548-1476,USD,2995,
Journal of International Wildlife Law & Policy,1388-0292,1548-1476,GBP,2295,
Journal of International Wildlife Law & Policy,1388-0292,1548-1476,EUR,2650,
Journal of Internet Commerce,1533-2861,1533-287X,USD,2995,
Journal of Internet Commerce,1533-2861,1533-287X,GBP,2295,
Journal of Internet Commerce,1533-2861,1533-287X,EUR,2650,
Journal of Interprofessional Care,1356-1820,1469-9567,USD,2995,
Journal of Interprofessional Care,1356-1820,1469-9567,GBP,2295,
Journal of Interprofessional Care,1356-1820,1469-9567,EUR,2650,
Journal of Intervention and Statebuilding,1750-2977,1750-2985,USD,2995,
Journal of Intervention and Statebuilding,1750-2977,1750-2985,GBP,2295,
Journal of Intervention and Statebuilding,1750-2977,1750-2985,EUR,2650,
Journal of Investigative Surgery,0894-1939,1521-0553,USD,3300,
Journal of Investigative Surgery,0894-1939,1521-0553,GBP,2540,
Journal of Investigative Surgery,0894-1939,1521-0553,EUR,2920,
Journal of Island and Coastal Archaeology,1556-4894,1556-1828,USD,2800,
