issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758-5902,Asian journal of endoscopic surgery,,,https://onlinelibrary.wiley.com/page/journal/17585910/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17585910,,,,,,,,,https://www.wikidata.org/wiki/Q27723529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0026-4326,Milton quarterly,,https://onlinelibrary.wiley.com/page/journal/1094348x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1094348x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1094348X,,,,,,,,,https://www.wikidata.org/wiki/Q15758084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-3646,Journal of phycology,,https://onlinelibrary.wiley.com/page/journal/15298817/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15298817/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15298817,,Phycological Society of America,,,Phycological Society of America,,,,https://www.wikidata.org/wiki/Q15716757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0731-1745,Educational measurement,EDUCATIONAL MEASUREMENT: ISSUES AND PRACTICE,,https://onlinelibrary.wiley.com/page/journal/17453992/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17453992,,National Council on Measurement in Education,,,http://www.ncme.org/,,,,https://www.wikidata.org/wiki/Q15716387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0931-2048,Journal of applied antomology,,,https://onlinelibrary.wiley.com/page/journal/14390418/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14390418,,,,,,,,,https://www.wikidata.org/wiki/Q15766710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364-985X,The Australian journal of agricultural and resource economics,,https://onlinelibrary.wiley.com/page/journal/14678489/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678489/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678489,,Australasian Agricultural and Resource Economics Society (AARES),,,http://www.aares.org.au/,,,,https://www.wikidata.org/wiki/Q2248857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031-0239,Palaeontology,,,https://www.palass.org/association/editorial-board-2021,,https://onlinelibrary.wiley.com/journal/14754983,,The Palaeontological Association,,,http://www.palass.org/,,,,https://www.wikidata.org/wiki/Q246729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0962-1075,Insect molecular biology,,,https://onlinelibrary.wiley.com/page/journal/13652583/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652583,,,,,,,,,https://www.wikidata.org/wiki/Q4041416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0371-0459,Scandinavian journal of metallurgy :,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15764106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0013-8703,Entomologia experimentalis et applicata,,,https://onlinelibrary.wiley.com/page/journal/15707458/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15707458,,Netherlands Entomological Society,,,http://www.nev.nl/,,,,https://www.wikidata.org/wiki/Q15753202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0161-7761,Anthropology & education quarterly,,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481492/about/author-guidelines,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15481492/editorial-board/editorial-board,,https://anthrosource.onlinelibrary.wiley.com/journal/15481492,,Council on Anthropology and Education (CAE),American Anthropological Association (AAA),,http://cae.americananthro.org/,http://www.americananthro.org/,,https://twitter.com/anthropologyed4?lang=en,https://www.wikidata.org/wiki/Q15754091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0161-3499,Veterinary surgery,,https://onlinelibrary.wiley.com/page/journal/1532950x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1532950x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1532950X,,American College of Veterinary Surgeons,European College of Veterinary Surgeons,Veterinary Endoscopy Society,https://www.acvs.org/,http://www.ecvs.org/,http://www.veterinaryendoscopysociety.org/,,https://www.wikidata.org/wiki/Q15761004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751-9020,Sociology compass,,https://onlinelibrary.wiley.com/page/journal/17519020/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17519020/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17519020,,,,,,,,,https://www.wikidata.org/wiki/Q15762565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0960-7420,European journal of immunogenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0142-5242,Grass and forage science,,,https://onlinelibrary.wiley.com/page/journal/13652494/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652494,,,,,,,,,https://www.wikidata.org/wiki/Q5590474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742-7355,International journal of economic theory,,https://onlinelibrary.wiley.com/page/journal/17427363/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17427363/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17427363,,,,,,,,,https://www.wikidata.org/wiki/Q4041495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0365-5563,Acta pathologica et microbiologica Scandinavica,,,,https://www.facebook.com/APMISjournal/,,,,,,,,,https://twitter.com/apmisjournal,https://www.wikidata.org/wiki/Q15756643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094-8594,Journal of purchasing and materials management,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96721754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-5914,Proceedings of the Philological Society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96729163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672-9072,Journal of integrative plant biology,,https://onlinelibrary.wiley.com/page/journal/17447909/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17447909/homepage/editorialboard.html,https://www.facebook.com/JIPBio/,https://onlinelibrary.wiley.com/journal/17447909,,Botanical Society of China,"Institute of Botany, Chinese Academy of Sciences",,http://www.botany.org.cn/,http://www.ibcas.ac.cn/,,https://twitter.com/jipbio,https://www.wikidata.org/wiki/Q15760521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474-8665,Autonomic & autacoid pharmacoogy,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15754246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0950-6764,Development policy review (Print),,,https://onlinelibrary.wiley.com/page/journal/14677679/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14677679,,,,,,,,,https://www.wikidata.org/wiki/Q5266704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0742-3098,Journal of pineal research,,https://onlinelibrary.wiley.com/page/journal/1600079x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1600079x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1600079X,,,,,,,,,https://www.wikidata.org/wiki/Q15056565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0938-8982,Learning disabilities research and practice,,https://onlinelibrary.wiley.com/page/journal/15405826/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15405826/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15405826,,Division for Learning Disabilities of the Council for Exceptional Children,,,http://www.teachingld.org/,,,,https://www.wikidata.org/wiki/Q15750981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004-9522,The Australian journal of politics and history,,https://onlinelibrary.wiley.com/page/journal/14678497/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678497/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678497,,,,,,,,https://twitter.com/ajpandh?lang=en,https://www.wikidata.org/wiki/Q4824354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340-9654,Journal of obstetrics and gynaecology (Tokyo. 1995),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27714165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361-3666,Disasters,,https://onlinelibrary.wiley.com/page/journal/14677717/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14677717/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14677717,,ODI,,,http://www.odi.org.uk/,,,,https://www.wikidata.org/wiki/Q5281361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0571-9283,Australasian Annals of Medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27709239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-523X,Oral diseases,,,https://onlinelibrary.wiley.com/page/journal/16010825/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16010825,,,,,,,,,https://www.wikidata.org/wiki/Q15724675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741-4350,Literacy,,,https://onlinelibrary.wiley.com/page/journal/17414369/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17414369,,United Kingdom Literacy Association,,,http://www.ukla.org/,,,,https://www.wikidata.org/wiki/Q6647545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004-8682,Australian and New Zealand journal of surgery,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q73886706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351-5101,European journal of neurology,,https://onlinelibrary.wiley.com/page/journal/14681331/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14681331/homepage/editorialboard.html,https://www.facebook.com/European-Journal-of-Neurology-257879238261/,https://onlinelibrary.wiley.com/journal/14681331,,European Academy of Neurology,,,http://www.eaneurology.org/,,,,https://www.wikidata.org/wiki/Q15757256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759-7684,Wiley interdisciplinary reviews,WIRES DEVELOPMENTAL BIOLOGY,,https://onlinelibrary.wiley.com/page/journal/17597692/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17597692,,Society for Developmental Biology,,,http://www.sdbonline.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460-2695,Fatigue & fracture of engineering materials & structures,,https://onlinelibrary.wiley.com/page/journal/14602695/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14602695/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14602695,,,,,,,,,https://www.wikidata.org/wiki/Q15760103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0145-8876,Journal of food process engineering,,https://onlinelibrary.wiley.com/page/journal/17454530/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17454530/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17454530,,,,,,,,,https://www.wikidata.org/wiki/Q6295219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303-6979,Journal of clinical periodontology,,,https://onlinelibrary.wiley.com/page/journal/1600051x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1600051X,,European Federation of Periodontology,,,https://www.efp.org/,,,,https://www.wikidata.org/wiki/Q15638559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-1147,Journal of food science,,,https://onlinelibrary.wiley.com/page/journal/17503841/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17503841,,Institute of Food Technologists,,,http://www.ift.org/,,,,https://www.wikidata.org/wiki/Q6295225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0307-3378,Bulletin of economic research,,https://onlinelibrary.wiley.com/page/journal/14678586/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678586/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678586,,,,,,,,,https://www.wikidata.org/wiki/Q4996839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0144-6657,The British journal of clinical psychology,,,https://bpspsychub.onlinelibrary.wiley.com/hub/journal/20448260/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20448260,,,,,,,,,https://www.wikidata.org/wiki/Q4970189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344-1698,Resource geology,,https://onlinelibrary.wiley.com/page/journal/17513928/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17513928/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17513928,,Society of Resource Geology,,,http://www.resource-geology.jp/english/,,,,https://www.wikidata.org/wiki/Q15765388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0890-6564,Annals of the Lyceum of Natural History of New-York,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2887592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351-3958,Asian economic journal,,https://onlinelibrary.wiley.com/page/journal/14678381/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14678381/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678381,,East Asian Economic Association,,,http://www.eaeaweb.com/,,,,https://www.wikidata.org/wiki/Q15754555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0726-4550,Australian alcohol/drug review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031-5990,Perspectives in psychiatric care,,,https://onlinelibrary.wiley.com/page/journal/17446163/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17446163,,,,,,,,,https://www.wikidata.org/wiki/Q15758359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751-2816,ISBT science series,,https://onlinelibrary.wiley.com/page/journal/17512824/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17512824/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17512824,,International Society of Blood Transfusion,,,http://www.isbt-web.org/,,,,https://www.wikidata.org/wiki/Q15755475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0219-0494,APLAR journal of rheumatology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476-5810,Veterinary and comparative oncology,,,https://onlinelibrary.wiley.com/page/journal/14765829/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14765829,,,,,,,,,https://www.wikidata.org/wiki/Q15759976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0017-467X,Ground water,,https://ngwa.onlinelibrary.wiley.com/hub/journal/17456584/forauthors.html,https://ngwa.onlinelibrary.wiley.com/hub/journal/17456584/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17456584,,National Ground Water Association,,,https://www.ngwa.org/,,,,https://www.wikidata.org/wiki/Q15762673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0269-4727,Journal of clinical pharmacy and therapeutics (Print),,,https://onlinelibrary.wiley.com/page/journal/13652710/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652710,,,,,,,,,https://www.wikidata.org/wiki/Q15753553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065-7258,Journal of food lipids,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15750189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0197-6664,Family relations,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5433232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369-6866,International journal of social welfare,,https://onlinelibrary.wiley.com/page/journal/14682397/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14682397/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14682397,https://www.linkedin.com/company/international-journal-of-social-welfare,,,,,,,,https://www.wikidata.org/wiki/Q6051581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0199-1450,Council for Museum Anthropology newsletter,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96703320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578-4854,Conservation science and practice,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96321234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127-0020,Reviews in Clinical and Experimental Hematology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15753090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422-2213,The journal of world intellectual property,,https://onlinelibrary.wiley.com/page/journal/17471796/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17471796/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17471796,,,,,,,,,https://www.wikidata.org/wiki/Q15749919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300-1237,European journal of forest pathology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5469074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0959-9673,International journal of experimental pathology,,https://onlinelibrary.wiley.com/page/journal/13652613/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652613/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652613,,,,,,,,,https://www.wikidata.org/wiki/Q15750807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141-8211,European journal of education,,https://onlinelibrary.wiley.com/page/journal/14653435/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14653435/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14653435,,European Institute of Education and Social Policy,,,http://www.eiesp.org/,,,,https://www.wikidata.org/wiki/Q5412720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0263-323X,Journal of law and society,,https://onlinelibrary.wiley.com/page/journal/14676478/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14676478/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14676478,,,,,,,,https://twitter.com/jlawandsociety?lang=en,https://www.wikidata.org/wiki/Q15745294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009-9104,Clinical and experimental immunology,,https://onlinelibrary.wiley.com/page/journal/13652249/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652249/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652249,,British Society for Immunology,,,http://www.immunology.org/,,,,https://www.wikidata.org/wiki/Q15716708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0099-7056,"Journal of the American Society of Naval Engineers, inc",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6296111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020-7985,International migration,,https://onlinelibrary.wiley.com/page/journal/14682435/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14682435/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14682435,,,,,,,,https://twitter.com/intmig_journal,https://www.wikidata.org/wiki/Q6052024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-4588,The journal of soil science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53953097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073-9688,Microcirculation,,https://onlinelibrary.wiley.com/page/journal/15498719/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15498719/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15498719,,"Microcirculatory Society, Inc",Australia & New Zealand Microcirculation Society,Japanese Society for Microcirculation,http://microcirc.org/,https://www.anzms.org/,http://www.jsmicrocirc.com/english.html,,https://www.wikidata.org/wiki/Q15764357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0007-1080,British journal of industrial relations,,,https://onlinelibrary.wiley.com/page/journal/14678543/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678543,,,,,,,,,https://www.wikidata.org/wiki/Q15758628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556-3618,Bulletin of the National Association of Student Anthropologists,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96698430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037-9859,Journal of the Society of Dyers and Colourists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476-8062,The International journal of art & design education,,,https://onlinelibrary.wiley.com/page/journal/14768070/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14768070,,National Society for Education in Art & Design,,,http://www.nsead.org/,,,,https://www.wikidata.org/wiki/Q6051301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0950-5652,British journal of psychology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15762551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
